index,seconds_since_hr_recording,date_time,Heart rate value,Rate of change,Temperature,Oxygen level,Degree of motion
10396,3118800,9/21/2022 10:20,92.903336,-6.740954,96,90.259046,5
10397,3119100,9/21/2022 10:25,98.10476,5.201424,101,100,5
10398,3119400,9/21/2022 10:30,104.719444,6.614684,101,100,5
10399,3119700,9/21/2022 10:35,101.82039,-2.899054,96,93.600946,3
10400,3120000,9/21/2022 10:40,109.97818,8.15779,101,100,6
10401,3120300,9/21/2022 10:45,99.83968,-10.1385,96,86.52816667,7
10402,3120600,9/21/2022 10:50,100.82952,0.98984,96.98984,97.32317333,1
10403,3120900,9/21/2022 10:55,104.35238,3.52286,98.85619333,100,3
10404,3121200,9/21/2022 11:00,105.538445,1.186065,97.186065,100,1
10405,3121500,9/21/2022 11:05,101.083176,-4.455269,96,94.544731,3
10406,3121800,9/21/2022 11:10,102,0.916824,96.25015733,97.916824,1
10407,3122100,9/21/2022 11:15,106.17074,4.17074,101,100,3
10408,3122400,9/21/2022 11:20,105.753334,-0.417406,96,96.91592733,1
10409,3122700,9/21/2022 11:25,105.481316,-0.272018,96,97.227982,1
10410,3123000,9/21/2022 11:30,106.540405,1.059089,100.059089,98.059089,1
10411,3123300,9/21/2022 11:35,93.97045,-12.569955,96,84.76337833,7
10412,3123600,9/21/2022 11:40,94.435,0.46455,96,96.96455,1
10413,3123900,9/21/2022 11:45,100.409996,5.974996,101,100,5
10414,3124200,9/21/2022 11:50,103.96667,3.556674,100.056674,100,3
10415,3124500,9/21/2022 11:55,103.25119,-0.71548,96,97.28452,1
10416,3124800,9/21/2022 12:00,103.16995,-0.08124,96,97.91876,1
10417,3125100,9/21/2022 12:05,104.48444,1.31449,96.64782333,98.64782333,1
10418,3125400,9/21/2022 12:10,93.23492,-11.24952,96,85.41714667,7
10419,3125700,9/21/2022 12:15,92.416664,-0.818256,96,95.84841067,1
10420,3126000,9/21/2022 12:20,91.8496,-0.567064,96,95.76626933,1
10421,3126300,9/21/2022 12:25,92.17461,0.32501,96.82501,97.65834333,1
10422,3126600,9/21/2022 12:30,93.942856,1.768246,100.768246,99.768246,1
10423,3126900,9/21/2022 12:35,92.676186,-1.26667,96,95.73333,1
10424,3127200,9/21/2022 12:40,93.969284,1.293098,98.293098,97.95976467,1
10425,3127500,9/21/2022 12:45,93.791824,-0.17746,96,97.15587333,1
10426,3127800,9/21/2022 12:50,93.04857,-0.743254,96,96.59007933,1
10427,3128100,9/21/2022 12:55,96.78928,3.74071,99.24071,100,3
10428,3128400,9/21/2022 13:00,96.61071,-0.17857,98.82143,96.15476333,1
10429,3128700,9/21/2022 13:05,94.314285,-2.296425,96,95.03690833,3
10430,3129000,9/21/2022 13:10,103.21643,8.902145,101,100,6
10431,3129300,9/21/2022 13:15,105.24722,2.03079,97.36412333,100,3
10432,3129600,9/21/2022 13:20,106.40595,1.15873,96.65873,99.15873,1
10433,3129900,9/21/2022 13:25,104.83992,-1.56603,96,96.43397,1
10434,3130200,9/21/2022 13:30,101.63809,-3.20183,96,93.79817,3
10435,3130500,9/21/2022 13:35,104.83714,3.19905,98.53238333,99.86571667,3
10436,3130800,9/21/2022 13:40,107.064285,2.227145,100.227145,99.227145,3
10437,3131100,9/21/2022 13:45,114.250275,7.18599,101,100,6
10438,3131400,9/21/2022 13:50,105.307144,-8.943131,96,88.556869,6
10439,3131700,9/21/2022 13:55,116.40278,11.095636,101,100,7
10440,3132000,9/21/2022 14:00,111.619446,-4.783334,96,93.216666,3
10441,3132300,9/21/2022 14:05,113.00786,1.388414,98.388414,98.388414,1
10442,3132600,9/21/2022 14:10,112.00889,-0.99897,96.00103,96.00103,1
10443,3132900,9/21/2022 14:15,106.91307,-5.09582,96,91.90418,5
10444,3133200,9/21/2022 14:20,123.126015,16.212945,101,100,8
10445,3133500,9/21/2022 14:25,110.07293,-13.053085,96,83.946915,7
10446,3133800,9/21/2022 14:30,107.86182,-2.21111,96,94.28889,3
10447,3134100,9/21/2022 14:35,106.27611,-1.58571,96,95.41429,1
10448,3134400,9/21/2022 14:40,99.222855,-7.053255,96,89.446745,6
10449,3134700,9/21/2022 14:45,99.23167,0.008815,96.34214833,97.508815,1
10450,3135000,9/21/2022 14:50,107.472725,8.241055,101,100,6
10451,3135300,9/21/2022 14:55,104.62635,-2.846375,96,93.48695833,3
10452,3135600,9/21/2022 15:00,103.10762,-1.51873,97.48127,94.98127,1
10453,3135900,9/21/2022 15:05,99.88873,-3.21889,96,94.78111,3
10454,3136200,9/21/2022 15:10,111.33026,11.44153,101,100,7
10455,3136500,9/21/2022 15:15,99.42954,-11.90072,96,85.09928,7
10456,3136800,9/21/2022 15:20,99.5627,0.13316,96,98.13316,1
10457,3137100,9/21/2022 15:25,95.73909,-3.82361,96,94.17639,3
10458,3137400,9/21/2022 15:30,91.204445,-4.534645,96,92.79868833,3
10459,3137700,9/21/2022 15:35,93.12786,1.923415,97.923415,99.923415,1
10460,3138000,9/21/2022 15:40,90.228966,-2.898894,96,97.101106,3
10461,3138300,9/21/2022 15:45,88.65611,-1.572856,96,95.09381067,1
10462,3138600,9/21/2022 15:50,92.00667,3.35056,101,99.68389333,3
10463,3138900,9/21/2022 15:55,92.69841,0.69174,97.02507333,98.19174,1
10464,3139200,9/21/2022 16:00,95.469925,2.771515,98.771515,100,3
10465,3139500,9/21/2022 16:05,96.85079,1.380865,97.71419833,97.71419833,1
10466,3139800,9/21/2022 16:10,98.35834,1.50755,98.50755,98.84088333,1
10467,3140100,9/21/2022 16:15,96.378174,-1.980166,97.019834,96.019834,1
10468,3140400,9/21/2022 16:20,91.105,-5.273174,96,91.39349267,5
10469,3140700,9/21/2022 16:25,93.62381,2.51881,99.01881,100,3
10470,3141000,9/21/2022 16:30,99.34091,5.7171,101,100,5
10471,3141300,9/21/2022 16:35,102.46222,3.12131,100.12131,100,3
10472,3141600,9/21/2022 16:40,102.67879,0.21657,96.21657,97.71657,1
10473,3141900,9/21/2022 16:45,96.13899,-6.5398,96,91.4602,5
10474,3142200,9/21/2022 16:50,100.164444,4.025454,100.525454,100,3
10475,3142500,9/21/2022 16:55,101.05556,0.891116,96.55778267,97.22444933,1
10476,3142800,9/21/2022 17:00,100.731514,-0.324046,96,96.675954,1
10477,3143100,9/21/2022 17:05,99.66071,-1.070804,96,95.26252933,1
10478,3143400,9/21/2022 17:10,93.58929,-6.07142,96,90.92858,5
10479,3143700,9/21/2022 17:15,99.19667,5.60738,101,100,5
10480,3144000,9/21/2022 17:20,108.441666,9.244996,101,100,6
10481,3144300,9/21/2022 17:25,103.88968,-4.551986,96,94.448014,3
10482,3144600,9/21/2022 17:30,100.375,-3.51468,96,94.48532,3
10483,3144900,9/21/2022 17:35,102.775,2.4,98.9,99.73333333,3
10484,3145200,9/21/2022 17:40,100.49834,-2.27666,96,95.22334,3
10485,3145500,9/21/2022 17:45,109.69643,9.19809,101,100,6
10486,3145800,9/21/2022 17:50,103.044624,-6.651806,96,93.348194,5
10487,3146100,9/21/2022 17:55,107.80344,4.758816,101,100,3
10488,3146400,9/21/2022 18:00,106.03833,-1.76511,96,97.23489,1
10489,3146700,9/21/2022 18:05,104.860054,-1.178276,96,97.821724,1
10490,3147000,9/21/2022 18:10,96.21032,-8.649734,96,90.350266,6
10491,3147300,9/21/2022 18:15,90.52,-5.69032,96,91.64301333,5
10492,3147600,9/21/2022 18:20,87.869446,-2.650554,96,94.349446,3
10493,3147900,9/21/2022 18:25,87.86905,-0.000396,98.999604,96.999604,1
10494,3148200,9/21/2022 18:30,87.22805,-0.641,96,96.02566667,1
10495,3148500,9/21/2022 18:35,87.04444,-0.18361,96,97.14972333,1
10496,3148800,9/21/2022 18:40,83.34095,-3.70349,96,96.29651,3
10497,3149100,9/21/2022 18:45,88.240715,4.899765,101,100,3
10498,3149400,9/21/2022 18:50,96.88214,8.641425,101,100,6
10499,3149700,9/21/2022 18:55,84.1758,-12.70634,96,85.29366,7
10500,3150000,9/21/2022 19:00,82.58952,-1.58628,96,95.41372,1
10501,3150300,9/21/2022 19:05,84.56865,1.97913,100.97913,98.31246333,1
10502,3150600,9/21/2022 19:10,96.63889,12.07024,101,100,7
10503,3150900,9/21/2022 19:15,88.51778,-8.12111,96,91.87889,6
10504,3151200,9/21/2022 19:20,96.63611,8.11833,101,100,6
10505,3151500,9/21/2022 19:25,91.348335,-5.287775,96,92.04555833,5
10506,3151800,9/21/2022 19:30,99.13857,7.790235,101,100,6
10507,3152100,9/21/2022 19:35,85.96317,-13.1754,96,84.15793333,7
10508,3152400,9/21/2022 19:40,78.84134,-7.12183,96,89.21150333,6
10509,3152700,9/21/2022 19:45,77.146866,-1.694474,97.305526,95.305526,1
10510,3153000,9/21/2022 19:50,77.47,0.323134,96.323134,96.65646733,1
10511,3153300,9/21/2022 19:55,79.23333,1.76333,98.26333,99.26333,1
10512,3153600,9/21/2022 20:00,80.630554,1.397224,97.397224,100,1
10513,3153900,9/21/2022 20:05,82.91333,2.282776,98.282776,100,3
10514,3154200,9/21/2022 20:10,84.34,1.42667,97.42667,97.76000333,1
10515,3154500,9/21/2022 20:15,85.21072,0.87072,96.37072,97.37072,1
10516,3154800,9/21/2022 20:20,86.0873,0.87658,96.87658,97.87658,1
10517,3155100,9/21/2022 20:25,87.375,1.2877,97.62103333,97.7877,1
10518,3155400,9/21/2022 20:30,86.96564,-0.40936,96.09064,96.25730667,1
10519,3155700,9/21/2022 20:35,86.817856,-0.147784,96.852216,96.51888267,1
10520,3156000,9/21/2022 20:40,88.07143,1.253574,96.92024067,97.58690733,1
10521,3156300,9/21/2022 20:45,89.100716,1.029286,98.029286,99.029286,1
10522,3156600,9/21/2022 20:50,88.55,-0.550716,98.449284,98.449284,1
10523,3156900,9/21/2022 20:55,88.19905,-0.35095,96,98.64905,1
10524,3157200,9/21/2022 21:00,85.8054,-2.39365,96,95.60635,3
10525,3157500,9/21/2022 21:05,86.82595,1.02055,98.02055,97.35388333,1
10526,3157800,9/21/2022 21:10,86.36364,-0.46231,96,96.20435667,1
10527,3158100,9/21/2022 21:15,85.208336,-1.155304,96,95.844696,1
10528,3158400,9/21/2022 21:20,85.09889,-0.109446,96,96.890554,1
10529,3158700,9/21/2022 21:25,84.113335,-0.985555,96,99.014445,1
10530,3159000,9/21/2022 21:30,82.33833,-1.775005,96.224995,95.224995,1
10531,3159300,9/21/2022 21:35,82.82,0.48167,96.48167,99.48167,1
10532,3159600,9/21/2022 21:40,80.67619,-2.14381,96.85619,94.85619,3
10533,3159900,9/21/2022 21:45,80.39643,-0.27976,96,96.72024,1
10534,3160200,9/21/2022 21:50,79.85214,-0.54429,96.45571,95.78904333,1
10535,3160500,9/21/2022 21:55,78.81715,-1.03499,96,96.96501,1
10536,3160800,9/21/2022 22:00,78.875,0.05785,96,96.72451667,1
10537,3161100,9/21/2022 22:05,80.1873,1.3123,96.97896667,98.3123,1
10538,3161400,9/21/2022 22:10,78.32833,-1.85897,96,95.64103,1
10539,3161700,9/21/2022 22:15,78.02857,-0.29976,96.03357333,96.36690667,1
10540,3162000,9/21/2022 22:20,77.35429,-0.67428,96,95.82572,1
10541,3162300,9/21/2022 22:25,78.46762,1.11333,97.44666333,100,1
10542,3162600,9/21/2022 22:30,78.11238,-0.35524,96,98.64476,1
10543,3162900,9/21/2022 22:35,78.78571,0.67333,98.67333,97.67333,1
10544,3163200,9/21/2022 22:40,78.07047,-0.71524,96,96.28476,1
10545,3163500,9/21/2022 22:45,76.96139,-1.10908,96,95.55758667,1
10546,3163800,9/21/2022 22:50,77.04191,0.08052,98.08052,97.41385333,1
10547,3164100,9/21/2022 22:55,76.58667,-0.45524,96,96.21142667,1
10548,3164400,9/21/2022 23:00,77.79405,1.20738,97.70738,100,1
10549,3164700,9/21/2022 23:05,76.27619,-1.51786,96,95.81547333,1
10550,3165000,9/21/2022 23:10,77.91905,1.64286,97.64286,98.14286,1
10551,3165300,9/21/2022 23:15,79.45572,1.53667,99.53667,99.53667,1
10552,3165600,9/21/2022 23:20,76.84286,-2.61286,96,95.38714,3
10553,3165900,9/21/2022 23:25,78.05476,1.2119,97.2119,97.54523333,1
10554,3166200,9/21/2022 23:30,79.2,1.14524,97.14524,99.14524,1
10555,3166500,9/21/2022 23:35,82.9881,3.7881,99.45476667,100,3
10556,3166800,9/21/2022 23:40,80.475,-2.5131,96,94.4869,3
10557,3167100,9/21/2022 23:45,81.94667,1.47167,96.80500333,98.80500333,1
10558,3167400,9/21/2022 23:50,85.564766,3.618096,98.95142933,100,3
10559,3167700,9/21/2022 23:55,85.30381,-0.260956,96.07237733,97.07237733,1
10560,3168000,9/22/2022 0:00,80.94,-4.36381,96,92.96952333,3
10561,3168300,9/22/2022 0:05,78.01904,-2.92096,96,94.57904,3
10562,3168600,9/22/2022 0:10,79.549446,1.530406,97.530406,99.530406,1
10563,3168900,9/22/2022 0:15,79.96072,0.411274,96.411274,98.411274,1
10564,3169200,9/22/2022 0:20,81.66,1.69928,97.36594667,98.69928,1
10565,3169500,9/22/2022 0:25,81.97381,0.31381,99.31381,98.31381,1
10566,3169800,9/22/2022 0:30,82.704765,0.730955,96.06428833,97.730955,1
10567,3170100,9/22/2022 0:35,82.454285,-0.25048,96.24952,98.74952,1
10568,3170400,9/22/2022 0:40,82.790474,0.336189,96.66952233,97.336189,1
10569,3170700,9/22/2022 0:45,82.2754,-0.515074,96,96.81825933,1
10570,3171000,9/22/2022 0:50,80.69619,-1.57921,96,95.42079,1
10571,3171300,9/22/2022 0:55,81.16571,0.46952,99.46952,97.46952,1
10572,3171600,9/22/2022 1:00,80.61429,-0.55142,96,95.94858,1
10573,3171900,9/22/2022 1:05,79.89524,-0.71905,96,96.28095,1
10574,3172200,9/22/2022 1:10,78.668335,-1.226905,96,96.273095,1
10575,3172500,9/22/2022 1:15,78.51397,-0.154365,96.845635,96.845635,1
10576,3172800,9/22/2022 1:20,76.38,-2.13397,96.86603,95.19936333,3
10577,3173100,9/22/2022 1:25,75.877144,-0.502856,96,96.83047733,1
10578,3173400,9/22/2022 1:30,76.03095,0.153806,96.153806,96.82047267,1
10579,3173700,9/22/2022 1:35,80.349205,4.318255,100.6515883,100,3
10580,3174000,9/22/2022 1:40,76.42,-3.929205,96,96.070795,3
10581,3174300,9/22/2022 1:45,78.52143,2.10143,97.60143,100,3
10582,3174600,9/22/2022 1:50,76.37381,-2.14762,96,94.18571333,3
10583,3174900,9/22/2022 1:55,78.61167,2.23786,98.23786,100,3
10584,3175200,9/22/2022 2:00,74.29191,-4.31976,96,93.18024,3
10585,3175500,9/22/2022 2:05,76.77994,2.48803,97.82136333,100,3
10586,3175800,9/22/2022 2:10,76.42619,-0.35375,96,96.64625,1
10587,3176100,9/22/2022 2:15,77.14167,0.71548,97.71548,97.71548,1
10588,3176400,9/22/2022 2:20,77.066666,-0.075004,96,97.25832933,1
10589,3176700,9/22/2022 2:25,79.19786,2.131194,98.131194,99.131194,3
10590,3177000,9/22/2022 2:30,76.625,-2.57286,96,94.42714,3
10591,3177300,9/22/2022 2:35,76.92778,0.30278,96.30278,96.63611333,1
10592,3177600,9/22/2022 2:40,78.57523,1.64745,97.64745,98.64745,1
10593,3177900,9/22/2022 2:45,79.62579,1.05056,100.05056,98.05056,1
10594,3178200,9/22/2022 2:50,78.959526,-0.666264,96,96.333736,1
10595,3178500,9/22/2022 2:55,79.851585,0.892059,99.892059,98.392059,1
10596,3178800,9/22/2022 3:00,80.49214,0.640555,96.640555,96.97388833,1
10597,3179100,9/22/2022 3:05,78.27064,-2.2215,96.7785,95.11183333,3
10598,3179400,9/22/2022 3:10,77.438095,-0.832545,96,96.667455,1
10599,3179700,9/22/2022 3:15,78.88492,1.446825,96.78015833,98.446825,1
10600,3180000,9/22/2022 3:20,78.04137,-0.84355,96,96.15645,1
10601,3180300,9/22/2022 3:25,80.21167,2.1703,99.1703,99.6703,3
10602,3180600,9/22/2022 3:30,83.790474,3.578804,99.24547067,100,3
10603,3180900,9/22/2022 3:35,79.58595,-4.204524,96,93.795476,3
10604,3181200,9/22/2022 3:40,80.19391,0.60796,96.60796,97.60796,1
10605,3181500,9/22/2022 3:45,79.043335,-1.150575,97.849425,95.51609167,1
10606,3181800,9/22/2022 3:50,77.526665,-1.51667,97.48333,95.14999667,1
10607,3182100,9/22/2022 3:55,79.268616,1.741951,97.40861767,99.741951,1
10608,3182400,9/22/2022 4:00,77.50238,-1.766236,96,95.233764,1
10609,3182700,9/22/2022 4:05,78.68413,1.18175,97.51508333,99.18175,1
10610,3183000,9/22/2022 4:10,79.175,0.49087,97.49087,97.49087,1
10611,3183300,9/22/2022 4:15,78.15357,-1.02143,97.97857,95.47857,1
10612,3183600,9/22/2022 4:20,78.955956,0.802386,97.802386,98.802386,1
10613,3183900,9/22/2022 4:25,77.89564,-1.060316,96,95.939684,1
10614,3184200,9/22/2022 4:30,77.569046,-0.326594,96,96.673406,1
10615,3184500,9/22/2022 4:35,75.685715,-1.883331,97.116669,95.616669,1
10616,3184800,9/22/2022 4:40,75.815,0.129285,96.629285,96.46261833,1
10617,3185100,9/22/2022 4:45,77.55754,1.74254,99.74254,99.74254,1
10618,3185400,9/22/2022 4:50,78.21667,0.65913,96,97.65913,1
10619,3185700,9/22/2022 4:55,78.525,0.30833,99.30833,97.30833,1
10620,3186000,9/22/2022 5:00,77.108574,-1.416426,96,95.583574,1
10621,3186300,9/22/2022 5:05,77.57429,0.465716,96.13238267,98.465716,1
10622,3186600,9/22/2022 5:10,72.746666,-4.827624,96,93.172376,3
10623,3186900,9/22/2022 5:15,77.86894,5.122274,101,100,5
10624,3187200,9/22/2022 5:20,75.35333,-2.51561,96,94.98439,3
10625,3187500,9/22/2022 5:25,76.17714,0.82381,96.15714333,98.32381,1
10626,3187800,9/22/2022 5:30,78.80571,2.62857,100.62857,99.12857,3
10627,3188100,9/22/2022 5:35,81.43429,2.62858,99.62858,100,3
10628,3188400,9/22/2022 5:40,84.06286,2.62857,98.62857,100,3
10629,3188700,9/22/2022 5:45,86.69143,2.62857,99.12857,98.96190333,3
10630,3189000,9/22/2022 5:50,89.32,2.62857,98.62857,99.96190333,3
10631,3189300,9/22/2022 5:55,91.94857,2.62857,99.62857,100,3
10632,3189600,9/22/2022 6:00,102.975876,11.027306,101,100,7
10633,3189900,9/22/2022 6:05,91.78889,-11.186986,96,86.313014,7
10634,3190200,9/22/2022 6:10,92.69357,0.90468,96.90468,100,1
10635,3190500,9/22/2022 6:15,93.31492,0.62135,96.62135,97.62135,1
10636,3190800,9/22/2022 6:20,97.36381,4.04889,101,100,3
10637,3191100,9/22/2022 6:25,110.365,13.00119,101,100,7
10638,3191400,9/22/2022 6:30,105.20606,-5.15894,96,94.84106,5
10639,3191700,9/22/2022 6:35,112.57697,7.37091,101,100,6
10640,3192000,9/22/2022 6:40,94.64491,-17.93206,96,79.06794,8
10641,3192300,9/22/2022 6:45,103.29325,8.64834,101,100,6
10642,3192600,9/22/2022 6:50,103.297615,0.004365,96,96.67103167,1
10643,3192900,9/22/2022 6:55,98.33091,-4.966705,96,91.36662833,3
10644,3193200,9/22/2022 7:00,94.06111,-4.2698,96,93.7302,3
10645,3193500,9/22/2022 7:05,106.67778,12.61667,101,100,7
10646,3193800,9/22/2022 7:10,115.05934,8.38156,101,100,6
10647,3194100,9/22/2022 7:15,117.44288,2.38354,99.38354,99.38354,3
10648,3194400,9/22/2022 7:20,113.69674,-3.74614,96,92.58719333,3
10649,3194700,9/22/2022 7:25,108.150406,-5.546334,96,91.12033267,5
10650,3195000,9/22/2022 7:30,115.87535,7.724944,101,100,6
10651,3195300,9/22/2022 7:35,116.15773,0.28238,96,100,1
10652,3195600,9/22/2022 7:40,112.05697,-4.10076,96,92.89924,3
10653,3195900,9/22/2022 7:45,104.67524,-7.38173,96,89.61827,6
10654,3196200,9/22/2022 7:50,106.61657,1.94133,97.94133,99.44133,1
10655,3196500,9/22/2022 7:55,109.48444,2.86787,101,99.86787,3
10656,3196800,9/22/2022 8:00,111.18889,1.70445,99.70445,99.70445,1
10657,3197100,9/22/2022 8:05,116.508224,5.319334,101,100,5
10658,3197400,9/22/2022 8:10,106.54182,-9.966404,96,90.033596,6
10659,3197700,9/22/2022 8:15,103.85667,-2.68515,96,93.81485,3
10660,3198000,9/22/2022 8:20,96.60678,-7.24989,96,90.75011,6
10661,3198300,9/22/2022 8:25,98.27,1.66322,98.16322,98.66322,1
10662,3198600,9/22/2022 8:30,98.91428,0.64428,96.64428,97.14428,1
10663,3198900,9/22/2022 8:35,99.56389,0.64961,96.64961,98.64961,1
10664,3199200,9/22/2022 8:40,88.26619,-11.2977,96,87.7023,7
10665,3199500,9/22/2022 8:45,89.12778,0.86159,97.36159,97.36159,1
10666,3199800,9/22/2022 8:50,87.8,-1.32778,96,95.67222,1
10667,3200100,9/22/2022 8:55,88.26428,0.46428,97.46428,97.46428,1
10668,3200400,9/22/2022 9:00,90.69334,2.42906,98.42906,99.42906,3
10669,3200700,9/22/2022 9:05,92.405556,1.712216,97.37888267,98.212216,1
10670,3201000,9/22/2022 9:10,90.30357,-2.101986,96,95.898014,3
10671,3201300,9/22/2022 9:15,91.31333,1.00976,97.34309333,98.00976,1
10672,3201600,9/22/2022 9:20,89.03,-2.28333,96,97.71667,3
10673,3201900,9/22/2022 9:25,92.21047,3.18047,98.51380333,100,3
10674,3202200,9/22/2022 9:30,87.19524,-5.01523,96,91.48477,5
10675,3202500,9/22/2022 9:35,86.31833,-0.87691,96.12309,96.45642333,1
10676,3202800,9/22/2022 9:40,86.289444,-0.028886,96,97.971114,1
10677,3203100,9/22/2022 9:45,84.32333,-1.966114,96,96.033886,1
10678,3203400,9/22/2022 9:50,86.74857,2.42524,98.92524,100,3
10679,3203700,9/22/2022 9:55,104.08202,17.33345,101,100,8
10680,3204000,9/22/2022 10:00,94.17333,-9.90869,96,87.42464333,6
10681,3204300,9/22/2022 10:05,92.13468,-2.03865,96,96.96135,3
10682,3204600,9/22/2022 10:10,94.325,2.19032,99.19032,99.19032,3
10683,3204900,9/22/2022 10:15,87.43651,-6.88849,96,91.11151,5
10684,3205200,9/22/2022 10:20,89.51547,2.07896,99.07896,100,3
10685,3205500,9/22/2022 10:25,99.456665,9.941195,101,100,6
10686,3205800,9/22/2022 10:30,90.70909,-8.747575,96,88.58575833,6
10687,3206100,9/22/2022 10:35,90.34762,-0.36147,96,96.97186333,1
10688,3206400,9/22/2022 10:40,93.67619,3.32857,101,100,3
10689,3206700,9/22/2022 10:45,99.03778,5.36159,101,100,5
10690,3207000,9/22/2022 10:50,106.687874,7.650094,101,100,6
10691,3207300,9/22/2022 10:55,108.44212,1.754246,98.754246,98.754246,1
10692,3207600,9/22/2022 11:00,103.53,-4.91212,96,92.08788,3
10693,3207900,9/22/2022 11:05,102.11532,-1.41468,96,95.25198667,1
10694,3208200,9/22/2022 11:10,102.69643,0.58111,98.58111,97.58111,1
10695,3208500,9/22/2022 11:15,105.75072,3.05429,99.05429,100,3
10696,3208800,9/22/2022 11:20,107.78485,2.03413,98.53413,98.70079667,3
10697,3209100,9/22/2022 11:25,108.115555,0.330705,96,97.66403833,1
10698,3209400,9/22/2022 11:30,107.153336,-0.962219,96,96.037781,1
10699,3209700,9/22/2022 11:35,112.76865,5.615314,101,100,5
10700,3210000,9/22/2022 11:40,109.28333,-3.48532,96,94.01468,3
10701,3210300,9/22/2022 11:45,98.11576,-11.16757,96,85.83243,7
10702,3210600,9/22/2022 11:50,94.46111,-3.65465,96,93.84535,3
10703,3210900,9/22/2022 11:55,91.44,-3.02111,96,93.47889,3
10704,3211200,9/22/2022 12:00,92.62635,1.18635,97.51968333,99.18635,1
10705,3211500,9/22/2022 12:05,94.182144,1.555794,98.055794,98.22246067,1
10706,3211800,9/22/2022 12:10,104.93193,10.749786,101,100,7
10707,3212100,9/22/2022 12:15,105.062225,0.130295,98.130295,98.130295,1
10708,3212400,9/22/2022 12:20,101.868256,-3.193969,96,94.13936433,3
10709,3212700,9/22/2022 12:25,95.53286,-6.335396,96,91.164604,5
10710,3213000,9/22/2022 12:30,101.025955,5.493095,101,100,5
10711,3213300,9/22/2022 12:35,101.236664,0.210709,99.210709,96.54404233,1
10712,3213600,9/22/2022 12:40,105.49778,4.261116,101,100,3
10713,3213900,9/22/2022 12:45,99.45192,-6.04586,96,91.28747333,5
10714,3214200,9/22/2022 12:50,97.7977,-1.65422,96,96.34578,1
10715,3214500,9/22/2022 12:55,101.479546,3.681846,99.681846,100,3
10716,3214800,9/22/2022 13:00,100.836365,-0.643181,96,96.356819,1
10717,3215100,9/22/2022 13:05,103.266365,2.43,98.93,98.93,3
10718,3215400,9/22/2022 13:10,104.01596,0.749595,96.749595,98.749595,1
10719,3215700,9/22/2022 13:15,105.86,1.84404,97.34404,100,1
10720,3216000,9/22/2022 13:20,110.22045,4.36045,100.36045,100,3
10721,3216300,9/22/2022 13:25,103.98485,-6.2356,96,90.7644,5
10722,3216600,9/22/2022 13:30,98.84227,-5.14258,96,92.35742,5
10723,3216900,9/22/2022 13:35,104.61833,5.77606,101,100,5
10724,3217200,9/22/2022 13:40,105.81778,1.19945,97.19945,99.19945,1
10725,3217500,9/22/2022 13:45,100.64667,-5.17111,96,91.32889,5
10726,3217800,9/22/2022 13:50,109.8947,9.24803,101,100,6
10727,3218100,9/22/2022 13:55,104.75636,-5.13834,96,93.86166,5
10728,3218400,9/22/2022 14:00,108.18682,3.43046,101,100,3
10729,3218700,9/22/2022 14:05,104.01278,-4.17404,96,92.82596,3
10730,3219000,9/22/2022 14:10,102.17616,-1.83662,97.16338,96.16338,1
10731,3219300,9/22/2022 14:15,98.56389,-3.61227,96,93.72106333,3
10732,3219600,9/22/2022 14:20,91.68442,-6.87947,96,92.12053,5
10733,3219900,9/22/2022 14:25,99.307144,7.622724,101,100,6
10734,3220200,9/22/2022 14:30,99.08727,-0.219874,96,96.44679267,1
10735,3220500,9/22/2022 14:35,84.2123,-14.87497,96,81.45836333,7
10736,3220800,9/22/2022 14:40,93.675,9.4627,101,100,6
10737,3221100,9/22/2022 14:45,97.88857,4.21357,100.21357,100,3
10738,3221400,9/22/2022 14:50,95.33222,-2.55635,96,93.77698333,3
10739,3221700,9/22/2022 14:55,83.79365,-11.53857,96,85.46143,7
10740,3222000,9/22/2022 15:00,86.170784,2.377134,98.71046733,100,3
10741,3222300,9/22/2022 15:05,95.72905,9.558266,101,100,6
10742,3222600,9/22/2022 15:10,100.398186,4.669136,100.3358027,100,3
10743,3222900,9/22/2022 15:15,99.97357,-0.424616,96.075384,96.075384,1
10744,3223200,9/22/2022 15:20,99.37273,-0.60084,96,96.39916,1
10745,3223500,9/22/2022 15:25,93.99749,-5.37524,96,92.12476,5
10746,3223800,9/22/2022 15:30,98.11,4.11251,100.11251,100,3
10747,3224100,9/22/2022 15:35,96.53849,-1.57151,96,94.92849,1
10748,3224400,9/22/2022 15:40,99.75293,3.21444,99.21444,99.71444,3
10749,3224700,9/22/2022 15:45,91.041016,-8.711914,96,87.62141933,6
10750,3225000,9/22/2022 15:50,79.94762,-11.093396,96,88.906604,7
10751,3225300,9/22/2022 15:55,93.98864,14.04102,101,100,7
10752,3225600,9/22/2022 16:00,95.84869,1.86005,97.86005,98.86005,1
10753,3225900,9/22/2022 16:05,97.314644,1.465954,97.13262067,97.965954,1
10754,3226200,9/22/2022 16:10,93.51904,-3.795604,96,94.204396,3
10755,3226500,9/22/2022 16:15,89.01889,-4.50015,96,92.49985,3
10756,3226800,9/22/2022 16:20,86.187775,-2.831115,96,95.168885,3
10757,3227100,9/22/2022 16:25,90.16071,3.972935,99.63960167,100,3
10758,3227400,9/22/2022 16:30,97.21905,7.05834,101,100,6
10759,3227700,9/22/2022 16:35,99.11278,1.89373,100.89373,98.89373,1
